Fighters,Carriers,Cruisers,Destroyers,Dreadnaught,Warsun,Score,FleetSize,WinRate,Cost
0.0,0.0,0.0,1.0,2.0,0.0,3704.0,3.0,0.28492307692307695,9.0
0.0,0.0,0.0,5.0,1.0,0.0,11784.5,6.0,0.9065,9.0
0.0,0.0,1.0,3.0,1.0,0.0,11238.0,5.0,0.8644615384615385,9.0
0.0,0.0,2.0,1.0,1.0,0.0,8804.0,4.0,0.6772307692307692,9.0
0.0,0.0,3.0,3.0,0.0,0.0,12480.5,6.0,0.9600384615384615,9.0
0.0,0.0,4.0,1.0,0.0,0.0,11452.0,5.0,0.8809230769230769,9.0
0.0,1.0,0.0,2.0,1.0,0.0,8015.0,4.0,0.6165384615384616,9.0
0.0,1.0,1.0,0.0,1.0,0.0,1117.0,3.0,0.08592307692307692,9.0
0.0,1.0,1.0,4.0,0.0,0.0,10551.5,6.0,0.8116538461538462,9.0
0.0,1.0,2.0,2.0,0.0,0.0,10214.5,5.0,0.7857307692307692,9.0
0.0,1.0,3.0,0.0,0.0,0.0,4383.0,4.0,0.33715384615384614,9.0
0.0,2.0,0.0,3.0,0.0,0.0,6656.5,5.0,0.5120384615384616,9.0
0.0,2.0,1.0,1.0,0.0,0.0,6575.5,4.0,0.5058076923076923,9.0
0.0,3.0,0.0,0.0,0.0,0.0,26.5,3.0,0.0020384615384615385,9.0
2.0,0.0,0.0,0.0,2.0,0.0,1966.0,2.0,0.15123076923076922,9.0
2.0,1.0,0.0,1.0,1.0,0.0,4568.0,3.0,0.3513846153846154,9.0
2.0,1.0,0.0,5.0,0.0,0.0,8753.0,6.0,0.6733076923076923,9.0
2.0,1.0,1.0,3.0,0.0,0.0,8980.5,5.0,0.6908076923076923,9.0
2.0,1.0,2.0,1.0,0.0,0.0,8007.0,4.0,0.6159230769230769,9.0
2.0,2.0,0.0,2.0,0.0,0.0,5627.5,4.0,0.43288461538461537,9.0
2.0,2.0,1.0,0.0,0.0,0.0,1846.0,3.0,0.142,9.0
4.0,1.0,0.0,0.0,1.0,0.0,2838.0,2.0,0.2183076923076923,9.0
4.0,1.0,0.0,4.0,0.0,0.0,7195.5,5.0,0.5535,9.0
4.0,1.0,1.0,2.0,0.0,0.0,6837.0,4.0,0.5259230769230769,9.0
4.0,1.0,2.0,0.0,0.0,0.0,4729.5,3.0,0.36380769230769233,9.0
4.0,2.0,0.0,1.0,0.0,0.0,4355.5,3.0,0.33503846153846156,9.0
6.0,2.0,0.0,0.0,0.0,0.0,2794.0,2.0,0.2149230769230769,9.0
