Fighters,Carriers,Cruisers,Destroyers,Dreadnaught,Warsun,Score,FleetSize,WinRate,Cost
0.0,0.0,0.0,1.0,2.0,0.0,4314.0,3.0,0.3921818181818182,9.0
0.0,0.0,1.0,3.0,1.0,0.0,10451.5,5.0,0.9501363636363637,9.0
0.0,0.0,2.0,1.0,1.0,0.0,8617.0,4.0,0.7833636363636364,9.0
0.0,0.0,4.0,1.0,0.0,0.0,10440.5,5.0,0.9491363636363637,9.0
0.0,1.0,0.0,2.0,1.0,0.0,7569.0,4.0,0.6880909090909091,9.0
0.0,1.0,1.0,0.0,1.0,0.0,216.0,3.0,0.019636363636363636,9.0
0.0,1.0,2.0,2.0,0.0,0.0,9344.5,5.0,0.8495,9.0
0.0,1.0,3.0,0.0,0.0,0.0,3489.0,4.0,0.3171818181818182,9.0
0.0,2.0,0.0,3.0,0.0,0.0,6826.0,5.0,0.6205454545454545,9.0
0.0,2.0,1.0,1.0,0.0,0.0,6034.5,4.0,0.5485909090909091,9.0
0.0,3.0,0.0,0.0,0.0,0.0,493.0,3.0,0.04481818181818182,9.0
2.0,0.0,0.0,0.0,2.0,0.0,2195.0,2.0,0.19954545454545455,9.0
2.0,1.0,0.0,1.0,1.0,0.0,4843.5,3.0,0.44031818181818183,9.0
2.0,1.0,1.0,3.0,0.0,0.0,8365.0,5.0,0.7604545454545455,9.0
2.0,1.0,2.0,1.0,0.0,0.0,8185.5,4.0,0.7441363636363636,9.0
2.0,2.0,0.0,2.0,0.0,0.0,5371.5,4.0,0.4883181818181818,9.0
2.0,2.0,1.0,0.0,0.0,0.0,1622.0,3.0,0.14745454545454545,9.0
4.0,1.0,0.0,0.0,1.0,0.0,2970.0,2.0,0.27,9.0
4.0,1.0,0.0,4.0,0.0,0.0,7293.0,5.0,0.663,9.0
4.0,1.0,1.0,2.0,0.0,0.0,7237.0,4.0,0.6579090909090909,9.0
4.0,1.0,2.0,0.0,0.0,0.0,4241.5,3.0,0.3855909090909091,9.0
4.0,2.0,0.0,1.0,0.0,0.0,3866.0,3.0,0.35145454545454546,9.0
6.0,2.0,0.0,0.0,0.0,0.0,2515.0,2.0,0.22863636363636364,9.0
