Fighters,Carriers,Cruisers,Destroyers,Dreadnaught,Warsun,Score,FleetSize,WinRate,Cost
0.0,0.0,0.0,3.0,1.0,1.0,27050.0,5.0,0.6935897435897436,19.0
0.0,0.0,1.0,1.0,1.0,1.0,8477.0,4.0,0.21735897435897436,19.0
0.0,0.0,1.0,1.0,4.0,0.0,30306.5,6.0,0.7770897435897436,19.0
0.0,0.0,2.0,3.0,0.0,1.0,35717.0,6.0,0.9158205128205128,19.0
0.0,0.0,3.0,1.0,0.0,1.0,23004.5,5.0,0.5898589743589744,19.0
0.0,1.0,0.0,0.0,1.0,1.0,546.0,3.0,0.014,19.0
0.0,1.0,0.0,0.0,4.0,0.0,3029.0,5.0,0.07766666666666666,19.0
0.0,1.0,0.0,4.0,0.0,1.0,37362.0,6.0,0.958,19.0
0.0,1.0,1.0,2.0,0.0,1.0,23839.5,5.0,0.6112692307692308,19.0
0.0,1.0,2.0,0.0,0.0,1.0,1895.5,4.0,0.048602564102564104,19.0
0.0,1.0,2.0,0.0,3.0,0.0,8363.0,6.0,0.21443589743589744,19.0
0.0,2.0,0.0,1.0,0.0,1.0,5237.0,4.0,0.13428205128205128,19.0
0.0,2.0,0.0,1.0,3.0,0.0,25835.0,6.0,0.6624358974358975,19.0
0.0,3.0,1.0,0.0,2.0,0.0,5669.5,6.0,0.14537179487179488,19.0
0.0,5.0,0.0,0.0,1.0,0.0,2185.0,6.0,0.056025641025641025,19.0
2.0,0.0,0.0,2.0,1.0,1.0,21015.5,4.0,0.5388589743589743,19.0
2.0,0.0,0.0,2.0,4.0,0.0,33586.0,6.0,0.8611794871794872,19.0
2.0,0.0,1.0,0.0,1.0,1.0,6771.0,3.0,0.17361538461538462,19.0
2.0,0.0,1.0,0.0,4.0,0.0,10978.0,5.0,0.2814871794871795,19.0
2.0,0.0,1.0,4.0,0.0,1.0,38496.0,6.0,0.9870769230769231,19.0
2.0,0.0,2.0,2.0,0.0,1.0,33772.5,5.0,0.8659615384615384,19.0
2.0,0.0,3.0,0.0,0.0,1.0,10072.5,4.0,0.25826923076923075,19.0
2.0,0.0,3.0,0.0,3.0,0.0,14494.5,6.0,0.37165384615384617,19.0
2.0,1.0,0.0,3.0,0.0,1.0,31959.5,5.0,0.8194743589743589,19.0
2.0,1.0,1.0,1.0,0.0,1.0,19657.0,4.0,0.5040256410256411,19.0
2.0,1.0,1.0,1.0,3.0,0.0,31801.0,6.0,0.8154102564102564,19.0
2.0,2.0,0.0,0.0,0.0,1.0,4574.5,3.0,0.11729487179487179,19.0
2.0,2.0,0.0,0.0,3.0,0.0,7033.0,5.0,0.18033333333333335,19.0
2.0,2.0,2.0,0.0,2.0,0.0,11851.0,6.0,0.3038717948717949,19.0
2.0,3.0,0.0,1.0,2.0,0.0,25215.0,6.0,0.6465384615384615,19.0
2.0,4.0,1.0,0.0,1.0,0.0,5759.0,6.0,0.14766666666666667,19.0
2.0,6.0,0.0,0.0,0.0,0.0,1563.0,6.0,0.04007692307692308,19.0
4.0,0.0,0.0,1.0,1.0,1.0,20109.5,3.0,0.5156282051282052,19.0
4.0,0.0,0.0,1.0,4.0,0.0,26473.0,5.0,0.6787948717948717,19.0
4.0,0.0,0.0,5.0,0.0,1.0,37673.0,6.0,0.965974358974359,19.0
4.0,0.0,1.0,3.0,0.0,1.0,34949.0,5.0,0.8961282051282051,19.0
4.0,0.0,2.0,1.0,0.0,1.0,26378.0,4.0,0.6763589743589744,19.0
4.0,1.0,0.0,2.0,0.0,1.0,26109.5,4.0,0.669474358974359,19.0
4.0,1.0,0.0,2.0,3.0,0.0,31994.0,6.0,0.8203589743589743,19.0
4.0,1.0,1.0,0.0,0.0,1.0,13131.0,3.0,0.3366923076923077,19.0
4.0,1.0,1.0,0.0,3.0,0.0,12461.0,5.0,0.31951282051282054,19.0
4.0,1.0,3.0,0.0,2.0,0.0,16714.5,6.0,0.4285769230769231,19.0
4.0,2.0,1.0,1.0,2.0,0.0,30491.0,6.0,0.7818205128205128,19.0
4.0,3.0,0.0,0.0,2.0,0.0,8834.5,5.0,0.22652564102564102,19.0
4.0,3.0,2.0,0.0,1.0,0.0,11857.0,6.0,0.304025641025641,19.0
4.0,4.0,0.0,1.0,1.0,0.0,22582.0,6.0,0.579025641025641,19.0
4.0,5.0,1.0,0.0,0.0,0.0,5825.5,6.0,0.14937179487179486,19.0
6.0,0.0,0.0,0.0,1.0,1.0,16539.0,2.0,0.4240769230769231,19.0
6.0,0.0,0.0,4.0,0.0,1.0,32760.0,5.0,0.84,19.0
6.0,0.0,1.0,2.0,0.0,1.0,29368.5,4.0,0.7530384615384615,19.0
6.0,0.0,2.0,0.0,0.0,1.0,18101.5,3.0,0.46414102564102566,19.0
6.0,1.0,0.0,1.0,0.0,1.0,21901.5,3.0,0.5615769230769231,19.0
6.0,1.0,0.0,1.0,3.0,0.0,25586.0,5.0,0.656051282051282,19.0
6.0,1.0,2.0,1.0,2.0,0.0,31911.0,6.0,0.8182307692307692,19.0
6.0,2.0,0.0,2.0,2.0,0.0,29235.5,6.0,0.7496282051282052,19.0
6.0,2.0,1.0,0.0,2.0,0.0,13909.5,5.0,0.35665384615384615,19.0
6.0,2.0,3.0,0.0,1.0,0.0,16982.5,6.0,0.4354487179487179,19.0
6.0,3.0,1.0,1.0,1.0,0.0,27531.0,6.0,0.7059230769230769,19.0
6.0,4.0,0.0,0.0,1.0,0.0,7796.0,5.0,0.1998974358974359,19.0
