Fighters,Carriers,Cruisers,Destroyers,Dreadnaught,Warsun,Score,FleetSize,WinRate,Cost
0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.00048484848484848484,12.0
0.0,0.0,0.0,0.0,3.0,0.0,718.5,3.0,0.04354545454545455,12.0
0.0,0.0,1.0,2.0,2.0,0.0,14675.5,5.0,0.8894242424242425,12.0
0.0,0.0,2.0,0.0,2.0,0.0,4165.0,4.0,0.25242424242424244,12.0
0.0,0.0,4.0,0.0,1.0,0.0,8741.5,5.0,0.5297878787878788,12.0
0.0,1.0,0.0,1.0,2.0,0.0,8007.0,4.0,0.4852727272727273,12.0
0.0,1.0,2.0,1.0,1.0,0.0,13581.0,5.0,0.8230909090909091,12.0
0.0,2.0,0.0,2.0,1.0,0.0,11052.0,5.0,0.6698181818181819,12.0
0.0,2.0,1.0,0.0,1.0,0.0,2807.0,4.0,0.17012121212121212,12.0
0.0,2.0,3.0,0.0,0.0,0.0,6174.0,5.0,0.37418181818181817,12.0
0.0,3.0,1.0,1.0,0.0,0.0,8660.0,5.0,0.5248484848484849,12.0
0.0,4.0,0.0,0.0,0.0,0.0,990.5,4.0,0.06003030303030303,12.0
2.0,0.0,0.0,3.0,2.0,0.0,14794.0,5.0,0.8966060606060606,12.0
2.0,0.0,1.0,1.0,2.0,0.0,10763.5,4.0,0.6523333333333333,12.0
2.0,1.0,0.0,0.0,2.0,0.0,3915.0,3.0,0.23727272727272727,12.0
2.0,1.0,1.0,2.0,1.0,0.0,13600.0,5.0,0.8242424242424242,12.0
2.0,1.0,2.0,0.0,1.0,0.0,6292.5,4.0,0.38136363636363635,12.0
2.0,1.0,4.0,0.0,0.0,0.0,9128.5,5.0,0.5532424242424242,12.0
2.0,2.0,0.0,1.0,1.0,0.0,9497.5,4.0,0.5756060606060606,12.0
2.0,2.0,2.0,1.0,0.0,0.0,12046.0,5.0,0.7300606060606061,12.0
2.0,3.0,0.0,2.0,0.0,0.0,7796.5,5.0,0.4725151515151515,12.0
2.0,3.0,1.0,0.0,0.0,0.0,3460.5,4.0,0.20972727272727273,12.0
4.0,1.0,0.0,3.0,1.0,0.0,13216.5,5.0,0.801,12.0
4.0,1.0,1.0,1.0,1.0,0.0,11405.5,4.0,0.6912424242424242,12.0
4.0,1.0,3.0,1.0,0.0,0.0,14366.0,5.0,0.8706666666666667,12.0
4.0,2.0,0.0,0.0,1.0,0.0,4900.5,3.0,0.297,12.0
4.0,2.0,1.0,2.0,0.0,0.0,11387.0,5.0,0.6901212121212121,12.0
4.0,2.0,2.0,0.0,0.0,0.0,6175.0,4.0,0.37424242424242427,12.0
4.0,3.0,0.0,1.0,0.0,0.0,6749.0,4.0,0.409030303030303,12.0
6.0,2.0,0.0,3.0,0.0,0.0,11020.5,5.0,0.6679090909090909,12.0
6.0,2.0,1.0,1.0,0.0,0.0,9243.5,4.0,0.5602121212121212,12.0
6.0,3.0,0.0,0.0,0.0,0.0,4325.5,3.0,0.26215151515151514,12.0
8.0,2.0,0.0,2.0,0.0,0.0,10210.5,4.0,0.6188181818181818,12.0
8.0,2.0,1.0,0.0,0.0,0.0,6626.5,3.0,0.40160606060606063,12.0
