Fighters,Carriers,Cruisers,Destroyers,Dreadnaught,Warsun,Score,FleetSize,WinRate,Cost
0.0,0.0,0.0,2.0,1.0,0.0,3423.5,3.0,0.6847,6.0
0.0,0.0,1.0,0.0,1.0,0.0,513.5,2.0,0.1027,6.0
0.0,0.0,1.0,4.0,0.0,0.0,4722.0,5.0,0.9444,6.0
0.0,0.0,2.0,2.0,0.0,0.0,4664.0,4.0,0.9328,6.0
0.0,0.0,3.0,0.0,0.0,0.0,1226.0,3.0,0.2452,6.0
0.0,1.0,0.0,3.0,0.0,0.0,3858.0,4.0,0.7716,6.0
0.0,1.0,1.0,1.0,0.0,0.0,2063.5,3.0,0.4127,6.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0
2.0,1.0,0.0,2.0,0.0,0.0,2975.0,3.0,0.595,6.0
2.0,1.0,1.0,0.0,0.0,0.0,1553.0,2.0,0.3106,6.0
4.0,1.0,0.0,1.0,0.0,0.0,2501.5,2.0,0.5003,6.0
