Fighters,Carriers,Cruisers,Destroyers,Dreadnaught,Warsun,Score,FleetSize,WinRate,Cost
0.0,0.0,3.0,3.0,0.0,0.0,12289.0,6.0,0.9453076923076923,9.0
0.0,0.0,0.0,5.0,1.0,0.0,11742.0,6.0,0.9032307692307693,9.0
0.0,0.0,4.0,1.0,0.0,0.0,11461.0,5.0,0.8816153846153846,9.0
0.0,0.0,1.0,3.0,1.0,0.0,11219.5,5.0,0.8630384615384615,9.0
0.0,1.0,1.0,4.0,0.0,0.0,11133.5,6.0,0.856423076923077,9.0
0.0,1.0,2.0,2.0,0.0,0.0,10587.0,5.0,0.8143846153846154,9.0
2.0,1.0,1.0,3.0,0.0,0.0,9793.5,5.0,0.7533461538461539,9.0
0.0,0.0,2.0,1.0,1.0,0.0,9312.5,4.0,0.7163461538461539,9.0
2.0,1.0,0.0,5.0,0.0,0.0,8543.0,6.0,0.6571538461538462,9.0
0.0,1.0,0.0,2.0,1.0,0.0,7667.5,4.0,0.5898076923076923,9.0
4.0,1.0,0.0,4.0,0.0,0.0,7622.5,5.0,0.5863461538461539,9.0
2.0,1.0,2.0,1.0,0.0,0.0,7516.5,4.0,0.5781923076923077,9.0
4.0,1.0,1.0,2.0,0.0,0.0,7160.0,4.0,0.5507692307692308,9.0
0.0,2.0,0.0,3.0,0.0,0.0,6755.5,5.0,0.5196538461538461,9.0
0.0,2.0,1.0,1.0,0.0,0.0,6593.0,4.0,0.5071538461538462,9.0
2.0,2.0,0.0,2.0,0.0,0.0,5442.5,4.0,0.41865384615384615,9.0
2.0,1.0,0.0,1.0,1.0,0.0,5100.0,3.0,0.3923076923076923,9.0
4.0,2.0,0.0,1.0,0.0,0.0,4035.0,3.0,0.31038461538461537,9.0
0.0,1.0,3.0,0.0,0.0,0.0,3885.0,4.0,0.2988461538461539,9.0
4.0,1.0,2.0,0.0,0.0,0.0,3844.0,3.0,0.2956923076923077,9.0
6.0,2.0,0.0,0.0,0.0,0.0,3272.5,2.0,0.25173076923076926,9.0
0.0,0.0,0.0,1.0,2.0,0.0,3104.5,3.0,0.2388076923076923,9.0
4.0,1.0,0.0,0.0,1.0,0.0,2902.5,2.0,0.22326923076923078,9.0
2.0,2.0,1.0,0.0,0.0,0.0,1956.0,3.0,0.15046153846153845,9.0
2.0,0.0,0.0,0.0,2.0,0.0,1351.5,2.0,0.10396153846153847,9.0
0.0,1.0,1.0,0.0,1.0,0.0,1198.5,3.0,0.0921923076923077,9.0
0.0,3.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0009230769230769231,9.0
