Fighters,Carriers,Cruisers,Destroyers,Dreadnaught,Warsun,Score,FleetSize,WinRate,Cost
8.0,1.0,0.0,1.0,0.0,1.0,3478.5,3.0,0.9938571428571429,20.0
6.0,0.0,0.0,1.0,1.0,1.0,2978.0,3.0,0.8508571428571429,20.0
10.0,1.0,0.0,0.0,0.0,1.0,2443.5,2.0,0.6981428571428572,20.0
6.0,1.0,1.0,0.0,0.0,1.0,2062.0,3.0,0.5891428571428572,20.0
4.0,0.0,1.0,0.0,1.0,1.0,1372.5,3.0,0.3921428571428571,20.0
4.0,2.0,0.0,0.0,0.0,1.0,1159.0,3.0,0.3311428571428571,20.0
2.0,1.0,0.0,0.0,1.0,1.0,506.0,3.0,0.14457142857142857,20.0
0.0,0.0,0.0,0.0,2.0,1.0,0.5,3.0,0.00014285714285714287,20.0
