Fighters,Carriers,Cruisers,Destroyers,Dreadnaught,Warsun,Score,FleetSize,WinRate,Cost
0.0,0.0,0.0,3.0,1.0,0.0,5085.0,4.0,0.9245454545454546,7.0
0.0,1.0,1.0,2.0,0.0,0.0,4788.5,4.0,0.8706363636363637,7.0
0.0,0.0,3.0,1.0,0.0,0.0,4779.5,4.0,0.869,7.0
2.0,1.0,0.0,3.0,0.0,0.0,3842.5,4.0,0.6986363636363636,7.0
0.0,0.0,1.0,1.0,1.0,0.0,3554.0,3.0,0.6461818181818182,7.0
2.0,1.0,1.0,1.0,0.0,0.0,2842.5,3.0,0.5168181818181818,7.0
0.0,2.0,0.0,1.0,0.0,0.0,2389.0,3.0,0.43436363636363634,7.0
4.0,1.0,0.0,2.0,0.0,0.0,2094.5,3.0,0.38081818181818183,7.0
4.0,1.0,1.0,0.0,0.0,0.0,1549.0,2.0,0.28163636363636363,7.0
0.0,1.0,2.0,0.0,0.0,0.0,1084.5,3.0,0.19718181818181818,7.0
2.0,2.0,0.0,0.0,0.0,0.0,977.0,2.0,0.17763636363636365,7.0
0.0,1.0,0.0,0.0,1.0,0.0,14.0,2.0,0.0025454545454545456,7.0
