Fighters,Carriers,Cruisers,Destroyers,Dreadnaught,Warsun,Score,FleetSize,WinRate,Cost
0.0,0.0,2.0,2.0,2.0,0.0,26137.5,6.0,0.9171052631578948,14.0
2.0,0.0,1.0,3.0,2.0,0.0,25861.5,6.0,0.9074210526315789,14.0
4.0,1.0,4.0,1.0,0.0,0.0,24861.0,6.0,0.8723157894736842,14.0
2.0,1.0,2.0,2.0,1.0,0.0,24711.0,6.0,0.8670526315789474,14.0
0.0,1.0,3.0,1.0,1.0,0.0,24549.0,6.0,0.8613684210526316,14.0
4.0,1.0,1.0,3.0,1.0,0.0,23869.0,6.0,0.8375087719298245,14.0
0.0,1.0,0.0,3.0,2.0,0.0,23306.0,6.0,0.8177543859649122,14.0
2.0,0.0,2.0,1.0,2.0,0.0,22350.0,5.0,0.7842105263157895,14.0
2.0,2.0,3.0,1.0,0.0,0.0,22265.0,6.0,0.7812280701754386,14.0
0.0,0.0,0.0,2.0,3.0,0.0,22122.5,5.0,0.7762280701754386,14.0
2.0,1.0,0.0,2.0,2.0,0.0,21688.5,5.0,0.761,14.0
0.0,2.0,1.0,2.0,1.0,0.0,21661.0,6.0,0.7600350877192983,14.0
4.0,1.0,2.0,1.0,1.0,0.0,21482.5,5.0,0.7537719298245614,14.0
4.0,2.0,2.0,2.0,0.0,0.0,21264.5,6.0,0.7461228070175439,14.0
2.0,2.0,0.0,3.0,1.0,0.0,20968.5,6.0,0.7357368421052631,14.0
6.0,2.0,1.0,3.0,0.0,0.0,19240.5,6.0,0.6751052631578948,14.0
0.0,1.0,1.0,1.0,2.0,0.0,18967.0,5.0,0.6655087719298246,14.0
2.0,2.0,1.0,1.0,1.0,0.0,18851.0,5.0,0.661438596491228,14.0
0.0,3.0,2.0,1.0,0.0,0.0,18641.0,6.0,0.6540701754385965,14.0
6.0,2.0,2.0,1.0,0.0,0.0,18360.5,5.0,0.6442280701754386,14.0
4.0,2.0,0.0,2.0,1.0,0.0,17663.0,5.0,0.6197543859649123,14.0
8.0,2.0,1.0,2.0,0.0,0.0,17504.5,5.0,0.6141929824561404,14.0
2.0,3.0,1.0,2.0,0.0,0.0,16959.5,6.0,0.5950701754385965,14.0
0.0,0.0,5.0,0.0,1.0,0.0,16382.5,6.0,0.5748245614035088,14.0
8.0,2.0,0.0,4.0,0.0,0.0,16285.5,6.0,0.5714210526315789,14.0
2.0,0.0,0.0,1.0,3.0,0.0,15321.0,4.0,0.537578947368421,14.0
2.0,1.0,5.0,0.0,0.0,0.0,15316.5,6.0,0.5374210526315789,14.0
4.0,1.0,0.0,1.0,2.0,0.0,15292.0,4.0,0.5365614035087719,14.0
4.0,3.0,0.0,3.0,0.0,0.0,14952.0,6.0,0.5246315789473684,14.0
4.0,3.0,1.0,1.0,0.0,0.0,14697.0,5.0,0.5156842105263157,14.0
6.0,2.0,0.0,1.0,1.0,0.0,13869.5,4.0,0.48664912280701755,14.0
0.0,3.0,0.0,1.0,1.0,0.0,13850.5,5.0,0.4859824561403509,14.0
6.0,3.0,0.0,2.0,0.0,0.0,13076.0,5.0,0.45880701754385966,14.0
8.0,2.0,2.0,0.0,0.0,0.0,12394.5,4.0,0.4348947368421053,14.0
8.0,3.0,0.0,1.0,0.0,0.0,11686.5,4.0,0.4100526315789474,14.0
4.0,2.0,3.0,0.0,0.0,0.0,11662.5,5.0,0.40921052631578947,14.0
2.0,1.0,3.0,0.0,1.0,0.0,11649.5,5.0,0.40875438596491226,14.0
0.0,2.0,4.0,0.0,0.0,0.0,10781.0,6.0,0.37828070175438594,14.0
8.0,2.0,0.0,0.0,1.0,0.0,10225.0,3.0,0.3587719298245614,14.0
0.0,4.0,0.0,2.0,0.0,0.0,10112.5,6.0,0.35482456140350876,14.0
0.0,0.0,3.0,0.0,2.0,0.0,10017.0,5.0,0.3514736842105263,14.0
6.0,1.0,0.0,0.0,2.0,0.0,9704.5,3.0,0.34050877192982454,14.0
2.0,4.0,0.0,1.0,0.0,0.0,9644.5,5.0,0.3384035087719298,14.0
10.0,3.0,0.0,0.0,0.0,0.0,9278.0,3.0,0.3255438596491228,14.0
4.0,2.0,1.0,0.0,1.0,0.0,8050.0,4.0,0.2824561403508772,14.0
2.0,1.0,1.0,0.0,2.0,0.0,7670.5,4.0,0.26914035087719296,14.0
6.0,3.0,1.0,0.0,0.0,0.0,7295.0,4.0,0.25596491228070173,14.0
4.0,0.0,0.0,0.0,0.0,1.0,6539.5,1.0,0.2294561403508772,14.0
2.0,3.0,2.0,0.0,0.0,0.0,6354.5,5.0,0.22296491228070175,14.0
0.0,2.0,2.0,0.0,1.0,0.0,6309.5,5.0,0.2213859649122807,14.0
2.0,0.0,0.0,1.0,0.0,1.0,5742.0,2.0,0.2014736842105263,14.0
0.0,0.0,0.0,2.0,0.0,1.0,4586.0,3.0,0.1609122807017544,14.0
2.0,3.0,0.0,0.0,1.0,0.0,3996.0,4.0,0.14021052631578948,14.0
4.0,4.0,0.0,0.0,0.0,0.0,2964.5,4.0,0.10401754385964912,14.0
0.0,0.0,1.0,0.0,3.0,0.0,2692.5,4.0,0.09447368421052632,14.0
0.0,4.0,1.0,0.0,0.0,0.0,2616.5,5.0,0.09180701754385964,14.0
0.0,2.0,0.0,0.0,2.0,0.0,1659.5,4.0,0.058228070175438594,14.0
0.0,0.0,1.0,0.0,0.0,1.0,541.5,2.0,0.019,14.0
