Fighters,Carriers,Cruisers,Destroyers,Dreadnaught,Warsun,Score,FleetSize,WinRate,Cost
0.0,0.0,2.0,2.0,1.0,0.0,12085.0,5.0,0.9296153846153846,10.0
0.0,0.0,0.0,3.0,2.0,0.0,13547.5,5.0,0.9343103448275862,11.0
2.0,0.0,0.0,3.0,2.0,0.0,14794.0,5.0,0.8966060606060606,12.0
2.0,0.0,1.0,2.0,2.0,0.0,16186.0,5.0,0.9249142857142857,13.0
2.0,0.0,2.0,1.0,2.0,0.0,17624.0,5.0,0.9526486486486486,14.0
2.0,0.0,0.0,2.0,3.0,0.0,18176.5,5.0,0.9321282051282052,15.0
0.0,0.0,0.0,4.0,0.0,1.0,18475.5,5.0,0.923775,16.0
2.0,0.0,0.0,4.0,0.0,1.0,19420.0,5.0,0.971,17.0
2.0,0.0,1.0,3.0,0.0,1.0,19439.5,5.0,0.9256904761904762,18.0
4.0,0.0,1.0,3.0,0.0,1.0,20461.0,5.0,0.9516744186046512,19.0
2.0,0.0,0.0,3.0,1.0,1.0,21372.0,5.0,0.994046511627907,20.0
0.0,0.0,0.0,2.0,0.0,0.0,500.0,2.0,1.0,2.0
0.0,0.0,0.0,3.0,0.0,0.0,992.0,3.0,0.992,3.0
0.0,0.0,0.0,4.0,0.0,0.0,2309.0,4.0,0.9236,4.0
0.0,0.0,1.0,3.0,0.0,0.0,3303.0,4.0,0.9437142857142857,5.0
0.0,0.0,1.0,4.0,0.0,0.0,4722.0,5.0,0.9444,6.0
0.0,0.0,2.0,3.0,0.0,0.0,6122.5,5.0,0.941923076923077,7.0
0.0,0.0,3.0,2.0,0.0,0.0,8457.5,5.0,0.9397222222222222,8.0
0.0,0.0,1.0,3.0,1.0,0.0,10451.5,5.0,0.9501363636363637,9.0
